address,total_tokens_fdream,total_tokens_threebear,total_tokens_aistr,total_tokens_alch,total_tokens_ar,total_tokens_hard,total_holding_tokens,total_value_usd
0x614e860aa61cdb5452463255103f7941d344f44f,0,0,3750000,0,0,0,3750000,6186.603900524038
0x467a8960e4d1604b199c00bd6915cb965fe8bd7d,0,0,3750000,0,0,0,3750000,6186.603900524038
0xc0d5adf62e82f7a06afb222ec5f360c77b1248a6,0,0,3750000,0,0,0,3750000,6186.603900524038
0xdbbd7e40e4c2e088d13be93d625d3569d8821f4f,0,0,3750000,0,0,0,3750000,6186.603900524038
0x44b4ab5c3cc6325fa15a7b6f0d8caa89125db453,0,0,3750000,0,0,0,3750000,6186.603900524038
0xe76293614c4f9318225bb8d4b3bb5f2a0ca409b9,0,0,3747513.986016688,0,0,0,3747513.986016688,6182.502571509128
0x175fc67ba58776112342f33e5a723b8429b2d73a,799999.9999999999,0,3180665.054899327,1599999.9999999998,1250000,0,6830665.0548993265,6150.478859324089
0x389b0adcd58dbebff5d210b5e547f5b97ad76aa8,0,0,3675917.569517482,0,0,0,3675917.569517482,6064.385592955119
0xee16a7528bec95efa330c1526c14329c14638714,0,0,3671202.4849670553,0,0,0,3671202.4849670553,6056.60683016286
0x7dc926a299ab6ece7b7eb4f1e18df10a2a6d3347,11124357.665001208,0,0,0,0,0,11124357.665001208,6038.236610106098
0xba0b41a84448bff830f2589c700abbd9fa10770d,0,0,3657588.5188711593,0,0,0,3657588.5188711593,6034.147039296068
0xb033f13bb4f1caf484ab5c090f22be425b2146b3,0,0,3644927.4828357454,0,0,0,3644927.4828357454,6013.259355317036
0xcd2a6df550599a9aadc23fd093a770f75120e15d,0,6370806.365049576,0,0,0,0,6370806.365049576,5983.11511414738
0xf2c06f90fb58844c09220e01e3116a2293df6960,6795844.575748607,0,1377368.243346281,0,0,0,8173212.819094887,5961.07335782735
0xef90805cce23a310416babdff53bd3b4f9761198,0,0,3548755.897309762,0,0,0,3548755.897309762,5854.599220347802
0x5ea9ccef88538cfbb0aa3976fafb51dcab847e10,0,0,3546776.9194398858,0,0,0,3546776.9194398858,5851.334379758781
0x9f14f4ca28320499951270cd2927a6d2d2c0c24c,0,0,3540633.2930552484,0,0,0,3540633.2930552484,5841.198864304232
0x4f3ef9e0b34c2ad277ef7c9e4fe8be9b1c750469,0,0,3537946.051007489,0,0,0,3537946.051007489,5836.765557068414
0x5049675ca6d5babde646e2b7283f3b6e45e3bfa6,0,0,3534302.865946023,0,0,0,3534302.865946023,5830.755172291987
0x34ad3f00c4abbe169ec1203be34de622671381af,0,0,3513409.9090827424,0,0,0,3513409.9090827424,5796.286786045627
0x580744a9d40cd99a99f3be0398476f29c1b54583,5705632.529826245,2099440.856998755,317528.62964665476,624609.9301781105,531349.4044763744,0,9278561.351126142,5781.871403585693
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,0,0,3303383.977424621,0,1448824.8427495984,0,4752208.820174219,5660.505064453047
0xca03901c0e7397678c025ed66e56ed4a5b72110a,0,0,3409053.608847992,0,0,0,3409053.608847992,5624.12382762521
0x9cce06b034183de27da91900b5b651588d0dcd2f,2001108.4827886783,414495.5486459419,1306369.9650815187,1200000,1900000,825000,7646973.996516139,5593.769924704047
0x25e886d47d26dd0b487bd064531603c0966dfba1,0,0,3390397.6420531273,0,0,0,3390397.6420531273,5593.345940440901
0x6d7823cd5c3d9dcd63e6a8021b475e0c7c94b291,0,0,3380042.3276910395,0,0,0,3380042.3276910395,5576.262146247929
0x1821bd18cbdd267ce4e389f893ddfe7beb333ab6,0,0,3375000,0,0,0,3375000,5567.943510471635
0xf10408dcc4cf6b68427564f01fe1515013abc6a8,0,0,3363648.80932033,0,0,0,3363648.80932033,5549.2167583291175
0x2dcce04416ec8fad376b733fac16cfb03cfb189e,0,0,0,0,0,3096135.310386793,3096135.310386793,5522.185777378506
0x74332f826987aaebfb98353074370c498766a18c,0,0,3345756.7220837893,0,0,0,3345756.7220837893,5519.699089879491
0x92e6f7ad96f939b3cccb416dc32d621e73efd9c0,0,0,3335293.937712245,0,0,0,3335293.937712245,5502.437995851935
0x134ca4fee2a9b53007e1cdc811c8c06fa05cf4dd,1083123.9110392928,1860814.8686169079,1708041.0919279375,0,2380348.4540762757,0,7032328.325660413,5499.536883703119
0x9d1d7f0c14a92338f4884152122fca28d8f4db88,0,0,3322629.2091763113,0,0,0,3322629.2091763113,5481.5442201294045
0x733246bcee1d39f3cae699a1f1cffc97d67d2e57,10000000.604632534,0,0,0,0.3135321324942957,0,10000000.918164667,5427.94218575008
0x6f5a8a35fb10eecef9128f407a0fe67b898556cf,1000000,0,0,0,0,2716481.823735501,3716481.823735501,5387.839952036509
0xef4ebec817f232d73cf944fc5b2c471bab4fd697,0,250000,3100000,0,0,0,3350000,5349.045638087641
0x7eb638f88803ef7dba88aa3e1e666178b26da7d0,0,0,3241214.818036143,0,0,0,3241214.818036143,5347.229929519657
0xc4614cd446aaec9f7c903783e0756488ecd99ad2,0,0,3212199.6266748407,0,0,0,3212199.6266748407,5299.361797239581
0xafcc6c6b7fac786ceb0713d075562f04e5ea9b24,0,0,3211849.5801928667,0,0,0,3211849.5801928667,5298.784304191382
0xf7e011ac2c89fc98cd8e7e8667438a86746617d0,0,0,3191161.7605527416,0,0,0,3191161.7605527416,5264.654345343666
0x74151e9442cbe3e8b9b957750017dcb3a9cf3eb4,0,0,3155558.6638082685,0,0,0,3155558.6638082685,5205.917743426308
0xfd18c330c03e9d6eca9976cb0c93baa90844fbe7,0,0,3139570.5597179024,0,0,0,3139570.5597179024,5179.541192192323
0x245884cdeaf149890a0deb08b4c6fd1be25b9421,0,0,3137752.326576694,0,0,0,3137752.326576694,5176.541541994066
0x18ccc241cce98a67564e367ebc1f1f0e692e3188,2000000,1125000,1534259.1581425674,0,0,260700,4919959.158142568,5138.265894416948
0x74e08ed428fa7b41bd097aab4a41ca33717e7609,0,0,3106405.974989641,0,0,0,3106405.974989641,5124.827552395224
0xd53f0b61f6c4725ac2f8dd9568b89d63b1523c36,0,5440906.056730693,0,0,0,0,5440906.056730693,5109.803280362
0xd181fbc3259acb11124f1ba9d1f0468c0fa7a8b4,7197796.567280223,1273199.436436939,0,0,0,0,8470996.003717162,5102.641812343969
0x4d28fff050642611e125457e1564ffe23e74c959,1069544.0734455278,0,2739755.82283299,0,0,0,3809299.896278518,5100.484715604804
0x0b44fbb992b7516b7cce5ebe2f042630aacb3a1e,0,0,3085959.8228825345,0,0,0,3085959.8228825345,5091.096287228149
0x07edc87439cb5fba13b36ae866ed0f9cdd9c025a,1940000,2449275.3623188403,486722.2970988914,0,2964318.894788877,270000.79563492065,8110317.3498415295,5068.906689324939
0xe9f7d35e197f5c05f2e90284e6f599fa7e078ac3,0,0,3063792.0309810825,0,0,0,3063792.0309810825,5054.524727803208
0x8c7661cbbe32ab65a3af9026076d67973eb994d4,0,0,3054053.2181536458,0,0,0,3054053.2181536458,5038.45801382329
0xfdd0c59a748f010431b65faffc2e48b1dbcc008e,0,2765375.5105529395,1471184.3921562762,0,0,0.5,4236560.402709216,5024.193978950108
0x04570638736dbd50a48e353e58d764817414773c,0,500000,2000000,2552105.4100899347,0,441474.1214615074,5493579.531551441,5014.458463958674
0x5aceb63d52d0d7081a72f254401893ffcf81381a,7435912.767290952,1000000,0,0,0,0,8435912.767290952,4975.315836584534
0x81ce0e64aec60e43953024eacbe00c52b56d6c26,0,0,3001566.1792952823,0,0,0,3001566.1792952823,4951.866942002461
0x0ca6cadb6a8ca4199788b9a060c3285fe7b897fd,0,0,2931834.5934213926,518923.9230416995,0,0,3450758.516463092,4929.944655669347
0x6d8080c78315fbdc0ce21a3765cdf1ace674439d,0,0,2972847.2993841656,0,0,0,2972847.2993841656,4904.487652808649
0x378882b857ce9372f8f0a593a5fad8b714da83f4,0,0,2960484.417542512,0,0,0,2960484.417542512,4884.091852002438
0x6a8a014b725cfbbf194ef9c6406734b0efea3558,0,0,2925488.917544696,0,0,0,2925488.917544696,4826.357639525831
0x7701832b38c4af966b4b171b3e15cf8208042a4d,0,5130771.6732625365,0,0,0,0,5130771.6732625365,4818.541921780326
0x9fafca93c28a94bb233d0640e7423944de52fb0a,8829195.966943778,0,0,0,0,0,8829195.966943778,4792.436195496528
0xf56c5436b1edb30067a4aa994c130ee9b5e6bb86,0,0,0,0,0,2685437.191944549,2685437.191944549,4789.675379383482
0xb2444d7be9b1790fd5467c05a9ae0a7a399a1304,0,0,2903232.8286967403,0,0,0,2903232.8286967403,4789.640411238584
0x7bacf95e95b9032c1a37830d48efaf66a9bd2c30,0,0,2897590.4332325812,0,0,0,2897590.4332325812,4780.331807028753
0x696aea8e78a2c3bcdd2ebbf768d8f84a2548e316,0,0,2870670.790911976,0,0,0,2870670.790911976,4735.920829913722
0x59da7a3a80d92da1fc45501af3e3c4e45474ec74,0,0,2848550.7767427904,0,0,0,2848550.7767427904,4699.42809233006
0xc27e87cfe1fd2ed6f43dfffbb9e9e46428497a24,0,5000000,0,0,0,0,5000000,4695.728273088725
0x118e6e3d9c31d49424f40ff139810b6229c32d98,0,0,0,26080605.619750645,0,0,26080605.619750645,4680.027437122646
0x6faefad2fceb5484a38940132e088c28ba79984d,141979.7256462267,4532035.434287624,65622.73476330556,358918.30905311805,415156.9658086422,50928.0276316038,5564641.197190521,4657.187532122472
0xc74a8d56c6910354b01cd2ed9a785aff1a920b3a,0,0,2408497.1658350527,0,4665544.612312853,0,7074041.778147906,4651.981609132387
0x2fd1d8eaa6ed1b424c2d03ce5eadde9f301c3235,2500000,0,0,18000000,0,14183.448226111954,20514183.448226113,4612.287959855319
0x7a53e106d5519afdbea37b03ba794b0e7b8f7cbf,0,0,0,0,0,2583005.735017068,2583005.735017068,4606.981317950351
0x71c8856b3b0446ae160d6d404156722c2ca16728,0,0,2750000,356646.8232787425,0,0,3106646.8232787424,4600.841256075043
0x9c4e5d8eef94971c335250f11b29e290dcf84bf5,0,0,2787675.5751536675,0,0,0,2787675.5751536675,4598.998556437672
0xf1767a219b4e314c65ee34b97225ad3cfb3bb004,0,0,0,0,0,2542632.698465125,2542632.698465125,4534.973028296864
0x9471f70f2518846f7a076636d64e5a22787da105,0,4739982.530577058,0,0,0,0,4739982.530577058,4451.533996555466
0x121d6990e624cfa09e3b785a2d13935941b29bfc,276579.56831358926,806091.8081698759,1799999.9953215325,261525.31983316346,3617182.156621302,0,6761378.848259463,4449.730081795648
0x7302ce39220469a3a78ae468a582b29b30b9bcd7,4980103.271772629,730372.7398998665,0,0,7154385.577290991,0,12864861.588963486,4429.60064916614
0x710a97572ea040680479716f5e6e657f4805f364,0,0,2659777.2001225455,0,0,0,2659777.2001225455,4387.996800214146
0x8c8910e0623ba5bea1e79c409adbf57f21b377be,0,0,2622389.596082503,0.3855243560311966,0.5600305324168651,0,2622390.5416373913,4326.31633831347
0xa50f67dc59c74d9c3887c3f753f8bc467f764004,0,0,2611675.70656982,0,0,0,2611675.70656982,4308.640830178326
0x19ba3570b57b8b1e09df312c5316d719491fbd60,0,0,2606964.3976034326,0,0,0,2606964.3976034326,4300.868296197519
0x062fcc6ce87844d0b350850a1140d3a94c8fdcda,0,0,2599062.4608195466,0,0,0,2599062.4608195466,4287.831988749816
0xf8a5cda43918f3560e3d7b872a42fccf54851986,0,0,2589500,0,0,0,2589500,4272.056213441866
0x9224cf7956b8787f1e015349ba2937cef29215d8,1141464.7199531752,0,2188267.3348392486,0,0,0,3329732.0547924237,4229.698602459361
0x9875094945893d40979e2858b6caf788dcce3368,0,0,0,0,0,2364720.532256319,2364720.532256319,4217.653552444197
0xaaa1cc7cd3cc3ed5386885f265fc334208c284ba,7762215.466087686,0,0,0,0,0,7762215.466087686,4213.285388182217
0xbe728c274eec0cb487ffb0530381881da34e4a11,2000000,2271664.879633452,0,0,0,552290.9821428572,4823955.861776309,4204.064280817428
0xc7e1d64a46bdc4760ebc6e871333c2ad58c5eccf,2073649.1120655178,1841328.0415492628,495777.90766414796,381077.41891500703,3010573.9208719535,0,7802406.40106589,4178.982287702843
0x1dfab2c23426393bfef2e8dfdedfb8176a2e897e,0,0,0,23255411.36310388,0,0,23255411.36310388,4173.061194502296
